Brand,ProductName,DiscountedPrice,ActualPrice,Rating,NumberOfRatings,NumberOfReviews,SalesPackage,ModelNumber,PartNumber,ModelName,Series,Color,Type,SuitableFor,MSOfficeProvided,ProcessorBrand,ProcessorName,SSD,RAM,RAMType,StorageCapacity,GraphicProcessor,StorageType,OperatingSystem,USBPort,TouchScreen,ScreenSize,ScreenResolution,ScreenType,Speakers,InternalMic,WirelessLAN,Bluetooth,Dimensions,Weight,DiskDrive,WebCamera,Keyboard,WarrantySummary,WarrantyServiceType,CoveredinWarranty,NotCoveredinWarranty,ClockSpeed
ASUS,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) FA507UV-LP136WS Gaming Laptop  (15.6 Inch, Mecha Gray, 2.2 Kg)",114990,143990,4.2,(111),2,"Laptop, Power Adaptor, User Guide, Warranty Documents",FA507UV-LP136WS,90NR0I25-M00760,FA507UV-LP136WS,TUF Gaming A15,Mecha Gray,Gaming Laptop,Processing & Multitasking,No,AMD,Ryzen 7 Octa Core,Yes,16 GB,DDR5,,NVIDIA GeForce RTX 4060,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 3.2 port, 1 x USB Type-C port with DC-in",,,1920 x 1080 Pixel,"Full HD, 144Hz, 85/85/85/85, IPS-level, 1000:1, 250nits, 72%, 100%, 75.35%, Anti-glare display",Yes,Yes,,v5.3,251 x 354 x 22.4 mm,2.2 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,3.8 Ghz to Max turbo frequency at 5.1 Ghz
MSI,"MSI Modern 14 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-435IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)",57990,85990,4.1,79,7,"Laptop, Power adapter",Modern 14 C13M-435IN,9S7-14J112-435,Modern 14 C13M-435IN,Modern 14,Classic Black,Thin and Light Laptop,"Processing & Multitasking, Entertainment",No,Intel,Core i7,Yes,16 GB,DDR4,,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",,,1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",Built-in Speakers,Yes,,v5.2,319.9 x 223 x 19.35 mm,1.4 Kg,Not Available,HD type (30fps@728p),Single backlight Keyboard(White),1 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",Base frequency 1.2 GHz upto Max Turbo Frequency 5 GHz
HP,"HP Pavilion Aero AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2055AU Thin and Light Laptop  (13.3 Inch, Warm Gold, 0.97 Kg, With MS Office)",70990,80314,4.2,293,34,"Laptop, battery, power adapter, user guide",13-BE2055AU,7S458PA#ACJ,13-BE2055AU,Pavilion Aero,Warm Gold,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Hexa Core,Yes,16 GB,LPDDR5,,AMD Radeon AMD,SSD,Windows 11 Home,"1 x SuperSpeed USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",,,1920 x 1200 Pixel,"WUXGA, IPS, micro-edge, anti-glare, Brightness: 400 nits, 170 ppi, Color Gamut: 100% sRGB",Build-in Dual Speakers,Yes,,v5.3,309 x 205 x 16.9 mm,0.97 Kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit, Warm Gold keyboard",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2.9 GHz upto max turbo frequency at 4.55 Ghz
HP,"HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook  (11.6 Inch, Black, 1.34 Kg)",9990,34554,3.7,7031,588,"Laptop, Power Adaptor, User Guide, Warranty Documents",11MK G9 EE,7D2W3PC#ACJ,11MK G9,Chromebook,Black,Chromebook,Processing & Multitasking,No,MediaTek,MT8183,No,4 GB,LPDDR4X,,MediaTek Integrated ARM Mali G72 MP3 Graphics,eMMC,Chrome,4,,,1366 x 768 Pixel,"HD, IPS, anti-glare, 220 nits, 50% NTSC",Yes,Yes,,v4.2,295 x 205.3 x 18.8 mm,1.34 Kg,Not Available,720p HD camera,"Spill resistant, full-size, Chrome keyboard with skirt anchored keycaps",1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,2.9 GHz upto max turbo frequency at 4.55 Ghz
ASUS,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) FA566NFR-HN045WS Gaming Laptop  (15.6 Inch, Graphite Black, 2.30 Kg, With MS Office)",59990,82990,4,12,1,"Laptop, Power Adaptor, User Guide, Warranty Documents",FA566NFR-HN045WS,90NR0JU7-M004T0,FA566NFR-HN045WS,TUF Gaming A15,Graphite Black,Gaming Laptop,Gaming,Yes,AMD,Ryzen 7 Octa Core,Yes,16 GB,DDR5,,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,"1 x USB 3.2 Gen 2 Type-C support DisplayPort, 3 x USB 3.2 Gen 1 Type-A",,,1920 x 1080 Pixel,"Full HD, 16:9, 144Hz, 85/85/85/85, Value IPS-level, 1000:1, 250nits, 45%, 62.5%, 47.34%, Anti-glare display",Yes,Yes,,v5.3,359 x 256 x 24.5 mm,2.30 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,Up to 4.5 GHz
ASUS,"ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 Chromebook  (14 Inch, Transparent Silver, 1.47 Kg)",13490,32990,3.8,2336,203,"Laptop, Charger, Product manual",CX1400CKA-NK0453,90NX03I2-M00FX0,CX1400CKA-NK0453,Chromebook,Transparent Silver,Chromebook,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",No,Intel,Celeron Dual Core,No,4 GB,LPDDR4X,,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C support display / power delivery",,,1920 x 1080 Pixel,"Full HD, LED Backlit",Yes,Yes,,v5.2,326.5 x 228.7 x 18.7 mm,1.47 Kg,Not Available,720p HD camera,Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
MICROSOFT,"MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZIA-00014 2 in 1 Laptop  (13 Inch, Platinum, 0.895 Kg)",161990,165999,4.7,2336,203,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZIA-00014,ZIA-00014,ZIA-00014,Surface Pro (11th Edition) AI PC,Platinum,2 in 1 Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,2 X USB-C with USB 4,,,2880 x 1920 Pixel,OLED PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,287 x 208 x 9.3 mm,0.895 Kg,Not Available,"Front Camera - 12MP, 1440p@30 fps (QHD) video & 10MP, 4K@30 fps Video Resolution",Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
MSI,"MSI Modern 14 H Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home) Modern 14 H D13MG-072IN Thin and Light Laptop  (14 inch, Classic Black, 1.6 Kg)",62990,78990,4.1,79,7,"Laptop,Battery,Power Adapter, User Guide",Modern 14 H D13MG-072IN,9S7-14L112-072,Modern 14 H D13MG-072IN,Modern 14 H,Classic Black,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i7,Yes,16 GB,DDR4,,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x Type-C (USB / DP / Thunderbolt 4) with PD charging, 3 x Type-A USB3.2 Gen1",,,1920 x 1200 Pixel,"FHD+ , IPS-Level panel",Yes,Yes,,v5.3,313.7 x 236 x 18.6 mm,1.6 Kg,Not Available,HD type (30fps@720p)3D Noise Reduction (3DNR),Single backlight Keyboard(White),1 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",1.8 GHz upto Max turbo frequency at 4.9 Ghz
MSI,"MSI Modern 14 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-437IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)",40250,70990,4.3,168,25,"Laptop, Power adapter",Modern 14 C13M-437IN,9S7-14J112-437,Modern 14 C13M-437IN,Modern 14,Classic Black,Thin and Light Laptop,"Processing & Multitasking, Entertainment",No,Intel,Core i5,Yes,8 GB,DDR4,,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 1 x Type-A USB3.2 Gen2, 2 x Type-A USB2.0",,,1920 x 1080 Pixel,"Full HD, 60Hz 45%NTSC IPS-Level",Built-in Speakers,Yes,,v5.2,319.9 x 223 x 19.35 mm,1.4 Kg,Not Available,HD type (30fps@728p),Single backlight Keyboard(White),1 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",Base frequency 0.9 GHz upto Max Turbo Frequency 4.6 GHz
MICROSOFT,"MICROSOFT Surface Laptop (7th Edition) AI PC Qualcomm Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home) ZGJ-00023 Laptop  (13.8 Inch, Platinum, 1.22 Kg)",113990,116999,4.7,(29),25,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZGJ-00023,ZGJ-00023,ZGJ-00023,Surface Laptop (7th Edition) AI PC,Platinum,Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Plus,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1P64100 - Qualcomm Adreno GPU (10 Core),SSD,Windows 11 Home,"2 x USB-C with USB4, 1 x USB-A 3.1",,,2304 x 1536 Pixel,LCD PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,301 x 220 x 17.5 mm,1.22 Kg,Not Available,"2MP, 1080p Full HD front facing",Single backlight Keyboard(White),1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,Base frequency 0.9 GHz upto Max Turbo Frequency 4.6 GHz
Acer,"Acer Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) C734-C2ED Chromebook  (11.6 inch, Pure Black, 1.26 Kg)",16990,28999,4.1,14,2,"Laptop, Power Adaptor, User Guide, Warranty Documents",C734-C2ED,NX.AYVSI.006,C734,Chromebook,Pure Black,Chromebook,Processing & Multitasking,No,Intel,Celeron Dual Core,No,4 GB,LPDDR4X,,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-C port, 2 x USB 3.2 Gen 1 Type-A port",,,1280 X 1024 Pixel,HD LED-backlit TFT LCD,Yes,Yes,,v5.1,296 x 206 x 21.1 mm,1.26 Kg,Not Available,"UFC with USB 6 mm HD camera, Compatible with Chromebook only, 1280 x 1024 resolution, 720p HD video at 30 fps with Temporal Noise Reduction",74-/75-/78-key Acer FineTip EDU anchored keyboard with international language support,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
Lenovo,"Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin and Light Laptop  (14 Inch, Cloud Grey, 1.3 Kg, With MS Office)",24890,37690,4,684,45,"Laptop, User manual, Adapter",14IGL7,82V6006EIN,14IGL7,IdeaPad Slim 1,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Celeron Dual Core,Yes,8 GB,DDR4,,Intel Integrated UHD,SSD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",,,1366 x 768 Pixel,"HD, TN 220nits Anti-glare",Yes,Yes,,v5.0,325.3 x 216.5 x 17.9 mm,1.3 Kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,Max Frequency Up to 2.8 GHz
Acer,"Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop  (14 inch, Silver, 1.5 Kg)",23990,39990,4,632,67,"Laptop, Power Adaptor, User Guide, Warranty Documents",Z2-493,UN.31USI.006|UN.431SI.146,Z2-493,One 14,Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking, Travel & Business",No,AMD,Ryzen 3 Dual Core,Yes,8 GB,DDR4,,AMD Radeon Radeon Graphics,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 Type, 1 x USB 3.2 (Gen1) Type C",,,1366 x 768 Pixels,"HD, Acer ComfyView LED-backlit TFT LCD",Two built-in speakers,Built-in Dual Microphones,,v4.2,325.9 x 226.9 x 20.9 mm,1.5 Kg,Not Available,HD Webcam,Isolated Keys keyboard with touchpad with multi gesture and scrolling Function,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,2.60 Ghz with Max Turbo Frequency up to 3.5 Ghz
MICROSOFT,"MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZIA-00031 2 in 1 Laptop  (13 Inch, Black, 0.895 Kg)",161990,165999,4.7,(5611),67,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZIA-00031,ZIA-00031,ZIA-00031,Surface Pro (11th Edition) AI PC,Black,2 in 1 Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,2 X USB-C with USB 4,,,2880 x 1920 Pixel,OLED PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,287 x 208 x 9.3 mm,0.895 Kg,Not Available,"Front Camera - 12MP, 1440p@30 fps (QHD) video & 10MP, 4K@30 fps Video Resolution",Isolated Keys keyboard with touchpad with multi gesture and scrolling Function,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,2.60 Ghz with Max Turbo Frequency up to 3.5 Ghz
ASUS,"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) S5506MA-MA551WS Thin and Light Laptop  (15.6 Inch, Mist Blue, 1.50 kg, With MS Office)",96890,114990,4.7,46,9,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5506MA-MA551WS,90NB14E2-M001D0,S5506MA-MA551WS,"Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC",Mist Blue,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core Ultra 5,Yes,16 GB,LPDDR5X,,Intel Integrated Arc,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 Supports Display / Power Delivery",,,2880 x 1620 Pixels,"3K, OLED, 16:9 Aspect Ratio, 120Hz Refresh Rate, Brightness: 400 Nits, Peak Brightness: 600 Nits HDR, 100% DCI-P3 Color Gamut, Gamut Mapping, Contrast Ratio: 1,000,000:1, VESA Certified Display HDR True Black 500, 1.07 Billion Colors, Glossy Display, 70% Less Harmful Blue Light, TUV Rheinland Certified, Screen-to-Body Ratio: 83%",Built-in speaker,Built-in Array Microphone,,v5.3,353.6 x 246.9 x 13.9 mm,1.50 kg,Not Available,Full HD Camera with IR Function to Support Windows Hello with Privacy Shutter,Backlit Chiclet Keyboard 1-Zone RGB with Num key and Copilot Key,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,"Base Frequency 1.2 GHz, Max Turbo Boost Upto 4.5 GHz"
HP,"HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fb0106AX / 15-fb0112AX Gaming Laptop  (15.3 Inch, Dark Blue, 2.37 kg, With MS Office)",60990,72718,4.3,546,31,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fb0106AX / 15-fb0112AX,7K4W8PA#ACJ,15-fb0106AX,Victus 15,Dark Blue,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,AMD,Ryzen 5 Hexa Core,Yes,16 GB,DDR4,,NVIDIA GeForce RTX 3050,SSD,Windows 11 Home,"1 x USB Type C 5Gbps signaling rate, 1 x USB Type A 5Gbps signaling rate, 1 x Type A 5Gbps signaling rate",,,1920 x 1080 Pixel,"Full HD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Build-in Dual speakers,Built-in Dual Array Digital Microphones,,v5.3,357.9 x 239.7 x 22.5 mm,2.37 kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit, performance blue keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3.3GHz upto 4.2 GHz
MICROSOFT,"MICROSOFT Surface Laptop (7th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZGP-00059 Laptop  (13.8 Inch, Graphite, 1.22 Kg)",150990,154999,4.7,(3134),31,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZGP-00059,ZGP-00059,ZGP-00059,Surface Laptop (7th Edition) AI PC,Graphite,Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,"2 x USB-C with USB4, 1 x USB-A 3.1",,,2304 x 1536 Pixel,LCD PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,301 x 220 x 17.5 mm,1.22 Kg,Not Available,"2MP, 1080p Full HD front facing","Full-size, backlit, performance blue keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,3.3GHz upto 4.2 GHz
SAMSUNG,"SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGK-KS1IN / NP750XGK-LS1IN Thin and Light Laptop  (15.6 Inch, Silver, 1.55 Kg, With MS Office)",58990,86239,4.3,106,10,"Notebook, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGK-KS1IN / NP750XGK-LS1IN,NP750XGK-KS1IN / NP750XGK-LS1IN,NP750XGK-KS1IN / NP750XGK-LS1IN,Galaxy Book4,Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core 5,Yes,8 GB,LPDDR4X,,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 1 x USB 3.2 Type A",,,1920 x 1080 Pixel,Full HD IPS Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers",Internal Digital MIC,,v5.3,356.6 x 15.4 x 229.15 mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",QWERTY,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Onsite,Manufacturer Defect Only,Physical Damage,Max turbo frequency 5 GHz
SAMSUNG,"SAMSUNG Galaxy Book4 Intel Core 7 150U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGK-KS3IN / NP750XGK-LS3IN Thin and Light Laptop  (15.6 Inch, Silver, 1.55 Kg, With MS Office)",73000,103489,4.6,49,3,"Notebook, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGK-KS3IN / NP750XGK-LS3IN,NP750XGK-KS3IN / NP750XGK-LS3IN,NP750XGK-KS3IN / NP750XGK-LS3IN,Galaxy Book4,Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core 7,Yes,16 GB,LPDDR4X,,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 1 x USB 3.2 Type A",,,1920 x 1080 Pixel,Full HD IPS Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers",Internal Digital MIC,,v5.3,356.6 x 15.4 x 229.15 mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",QWERTY,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Onsite,Manufacturer Defect Only,Physical Damage,Max Frequency Up to 5.4 GHz
Acer,"Acer Swift Go 14 Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) SFG14-01 Thin and Light Laptop  (14.5 Inch, Steel Gray, 1.32 Kg, With MS Office)",82990,108799,4.4,10,2,"Laptop, Power Adaptor, User Guide, Warranty Documents",SFG14-01,NX.KYXSI.001,SFG14-01,Swift Go 14,Steel Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Qualcomm,Snapdragon X Plus,Yes,16 GB,LPDDR5X,,Qualcomm Adreno,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 3.2 port, 1 x USB Type-C port with DC-in",,,1920 x 1200 pixel,WUXGA,Yes,Yes,,Yes,322.6 x 225.95 x 17.95 mm,1.32 Kg,Not Available,"Video conferencing: UFC with Double T-Type MIPI QHD camera, Compatible with Windows only, 1920 x 1200 resolution, 1440p QHD video at 30 fps with Temporal Noise Reduction.",80-/81-/84-key Acer backlight keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute. Control Keys: Acer Sense Key and Copilot Key,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,Max Frequency Up to 5.4 GHz
Acer,"Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A715-79G Gaming Laptop  (15.6 Inch, Black, 1.99 Kg)",61990,84999,4.3,1562,119,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,16 GB,DDR4,,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,"1 x USB 3.2 Type-A port, 2 x USB 3.2 Type-C ports, 1 x USB 2.0 Type-A port",,,1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,,v5.2,359.5 x 238 x 22.7 mm,1.99 Kg,Not Available,1.0 M HD Video camera,Multi languages Multi-Color illuminated full size keyboard with numeric pad,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1.5 GHz upto Max Turbo Frequency 4.6 GHz
HP,"HP Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated intel hd) 14-ek1074TU 2 in 1 Gaming Laptop  (14 inch, Silver, With MS Office)",69990,91615,4.6,42,2,"Laptop, Manual, Adadpter",14-ek1074TU,8C5H5PA#ACJ,Pavilion x360,Aspire 7,Silver,2 in 1 Gaming Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,16 GB,DDR4,,Intel Integrated intel hd,SSD,Windows 11 Home,"1 x USB 3.2 Type-A port, 2 x USB 3.2 Type-C ports, 1 x USB 2.0 Type-A port",,,1920x1080$$Pixels pixel,Full HD,Two built-in stereo speakers,Yes,,Yes,359.5 x 238 x 22.7 mm,1.99 Kg,Not Available,1.0 M HD Video camera,Multi languages Multi-Color illuminated full size keyboard with numeric pad,1 year Warranty,On Site,Manufacturer Defect,"Damage, Burn",1.5 GHz upto Max Turbo Frequency 4.6 GHz
ASUS,"ASUS Vivobook 16 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB540WS Thin and Light Laptop  (16 Inch, Transparent Silver, 1.8 Kg, With MS Office)",52900,72990,4.3,8,0,"Laptop, Adaptor, Manual",X1605ZAC-MB540WS,90NB0ZA2-M013V0,X1605ZAC-MB540WS,Vivobook 16,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,16 GB,DDR4,,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",,,1920 x 1200 Pixel,"WUXGA, 16:10 aspect ratio, LED Backlit, 60Hz refresh rate, 300nits, Anti-glare display, - (Screen-to-body ratio)85%",Yes,Yes,,v5.3,358.6 x 249.1 x 18.9 mm,1.8 Kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing defects,Any Type of Damage,2.5 Ghz. Turbo Upto 4.5 Ghz.
MSI,"MSI Sword 16 HX Intel Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060/144 Hz) Sword 16 HX B13VFKG-652IN Gaming Laptop  (16 Inch, Cosmos Gray, 2.3 Kg, With MS Office)",132990,151990,4,52,2,"Laptop,Power Adapter, User Guide",Sword 16 HX B13VFKG-652IN,9S7-15P214-652,Sword 16 HX B13VFKG-652IN,Sword 16 HX,Cosmos Gray,Gaming Laptop,Gaming,Yes,Intel,Core i9,Yes,32 GB,DDR5,,NVIDIA GeForce RTX 4060,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 3 x Type-A USB3.2 Gen1",,,1920 x 1200 Pixel,"FHD+(1920x1200), 144Hz Refresh Rate, IPS-Level",2x 2W Audio Speaker,Yes,,v5.3,359 x 266.4 x 27.7 mm,2.3 Kg,Not Available,HD type (30fps@720p)3D Noise Reduction (3DNR),24-Zone RGB Gaming Keyboard,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",1.6 GHz upto Max turbo frequency at 5.6 Ghz
