Brand,ProductName,DiscountedPrice,ActualPrice,Rating,NumberOfRatings,NumberOfReviews,SalesPackage,ModelNumber,PartNumber,ModelName,Series,Color,Type,SuitableFor,MSOfficeProvided,ProcessorBrand,ProcessorName,SSD,RAM,RAMType,StorageCapacity,GraphicProcessor,StorageType,OperatingSystem,USBPort,TouchScreen,ScreenSize,ScreenResolution,ScreenType,Speakers,InternalMic,WirelessLAN,Bluetooth,Dimensions,Weight,DiskDrive,WebCamera,Keyboard,WarrantySummary,WarrantyServiceType,CoveredinWarranty,NotCoveredinWarranty,ClockSpeed
Acer,"Acer Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) C734-C2ED Chromebook  (11.6 inch, Pure Black, 1.26 Kg)",16990,28999,4.1,14,2,"Laptop, Power Adaptor, User Guide, Warranty Documents",C734-C2ED,NX.AYVSI.006,C734,Chromebook,Pure Black,Chromebook,Processing & Multitasking,No,Intel,Celeron Dual Core,No,4 GB,LPDDR4X,,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-C port, 2 x USB 3.2 Gen 1 Type-A port",,,1280 X 1024 Pixel,HD LED-backlit TFT LCD,Yes,Yes,,v5.1,296 x 206 x 21.1 mm,1.26 Kg,Not Available,"UFC with USB 6 mm HD camera, Compatible with Chromebook only, 1280 x 1024 resolution, 720p HD video at 30 fps with Temporal Noise Reduction",74-/75-/78-key Acer FineTip EDU anchored keyboard with international language support,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
MICROSOFT,"MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZIA-00031 2 in 1 Laptop  (13 Inch, Black, 0.895 Kg)",161990,165999,4.7,(5611),2,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZIA-00031,ZIA-00031,ZIA-00031,Surface Pro (11th Edition) AI PC,Black,2 in 1 Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,2 X USB-C with USB 4,,,2880 x 1920 Pixel,OLED PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,287 x 208 x 9.3 mm,0.895 Kg,Not Available,"Front Camera - 12MP, 1440p@30 fps (QHD) video & 10MP, 4K@30 fps Video Resolution",74-/75-/78-key Acer FineTip EDU anchored keyboard with international language support,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz
Infinix,"Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and Light Laptop  (16 inch, Silver, 1.78 kg)",47990,79990,4.3,55,3,"Laptop, Power Adaptor, User Guide, Warranty Documents",YL613,YL613,INBOOK Y4 Max Core i7,Y4 Max Series,Silver,Thin and Light Laptop,"Everyday Use, Performance, Processing & Multitasking",No,Intel,Core i7,Yes,16 GB,LPDDR4X,,Intel Integrated Iris Xe,SSD,Windows 11 Home,2 x USB 3.0,,,1920 x 1200 Pixels,"Full HD Display, Anti Glare, 300nits peak brightness, NTSC 60%",DTS Audio Processing,2 x D- Mic,,v5.2,357.3 x 248.8 x 17.95mm,1.78 kg,Not Available,1080P FHD+ Video Camera with Dual Star Light,Backlit Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1.6GHz Upto 4.7GHz
Acer,"Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-72-77GZ Gaming Laptop  (16 Inch, Abyssal Black, 2.8 Kg)",119990,142999,4.2,35,3,"Laptop, Power Adaptor, User Guide, Warranty Documents",PHN16-72-77GZ,NH.QNPSI.002,PHN16-72,Predator Helios Neo 16,Abyssal Black,Gaming Laptop,Processing & Multitasking,No,Intel,Core i7,Yes,16 GB,DDR5,,NVIDIA GeForce RTX 4050,SSD,Windows 11 Home,"1 x USB 3.2 Gen1 Port, 1 x USB 3.2 Gen2 Port, 1x USB 3.2 Gen 2 Port with power-off charging, Two USB Type-C Port (Thunderbolt 4)",,,1920 x 1200 Pixel,"WUXGA, IPS (In-Plane Switching) technology, high-brightness (400 nits) Acer ComfyView LED-backlit TFT LCD, supporting 165 Hz, Grey to Grey 3 ms by Overdrive, Nvidia Advanced Optimus capable, 16:10 aspect ratio, sRGB 100%, Wide viewing angle up to 170 degrees, Ultra-slim design, Mercury free, environment friendly",Yes,Yes,,v5.3,357.78 x 278.63 x 25.95 mm,2.8 Kg,Not Available,UFC with Narrow USB HD camera compatible with windows with Blue Glass lens with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction with Dual Mic,"103(US)-/104(UK)-key, FineTip RGB-backlight keyboard with independent standard numeric keypad, international language support",1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,Upto 5.5 GHz
HP,"HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fb0106AX / 15-fb0112AX Gaming Laptop  (15.3 Inch, Dark Blue, 2.37 kg, With MS Office)",60990,72718,4.3,546,31,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fb0106AX / 15-fb0112AX,7K4W8PA#ACJ,15-fb0106AX,Victus 15,Dark Blue,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,AMD,Ryzen 5 Hexa Core,Yes,16 GB,DDR4,,NVIDIA GeForce RTX 3050,SSD,Windows 11 Home,"1 x USB Type C 5Gbps signaling rate, 1 x USB Type A 5Gbps signaling rate, 1 x Type A 5Gbps signaling rate",,,1920 x 1080 Pixel,"Full HD, 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Build-in Dual speakers,Built-in Dual Array Digital Microphones,,v5.3,357.9 x 239.7 x 22.5 mm,2.37 kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, backlit, performance blue keyboard with numeric keypad",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3.3GHz upto 4.2 GHz
DELL,"DELL Latitude 3540 (2024) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 3540 Business Laptop  (15.6 inch, Smoky Black, 1.6 kg, With MS Office)",32790,70990,2.3,3,0,"Laptop, Power Adaptor, User Guide, Warranty Documents",Latitude 3540,indlati3540n,Latitude 3540,Latitude 3540 (2024),Smoky Black,Business Laptop,"Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,Intel,Core i3,Yes,16 GB,DDR4,,Intel Integrated UHD Graphics,SSD,Windows 11 Pro,"2 x USB 3.2 Gen1, 1 x USB 3.2 Gen1 with PowerShare, 1 x USB Type-C 3.2 Gen2 with Power Delivery & DisplayPort",,,1366 x 768 pixel,"15.6"", HD 1366x768, 60Hz, TN, Non-Touch, Anti-Glare, 220 nit, NTSC 45%",Built-in Dual Speakers,Yes,,v5.3,359.8 x 235.3 x 18.6 mm,1.6 kg,Not Available,720p HD camera,Single Pointing Non-Backlit US International Keyboard with numeric keypad,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,4.4 GHz Max Turbo Frequency
MICROSOFT,"MICROSOFT Surface Laptop (7th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 Home) ZGP-00059 Laptop  (13.8 Inch, Graphite, 1.22 Kg)",150990,154999,4.7,(4656),0,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZGP-00059,ZGP-00059,ZGP-00059,Surface Laptop (7th Edition) AI PC,Graphite,Laptop,Processing & Multitasking,No,Qualcomm,Snapdragon X Elite,Yes,16 GB,LPDDR5X,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Windows 11 Home,"2 x USB-C with USB4, 1 x USB-A 3.1",,,2304 x 1536 Pixel,LCD PixelSense TM Touchscreen,2W stereo speakers with Dolby Atmos,Dual Studio Mics with Voice Focus,,Yes,301 x 220 x 17.5 mm,1.22 Kg,Not Available,"2MP, 1080p Full HD front facing",Single Pointing Non-Backlit US International Keyboard with numeric keypad,1 Year Onsite Warranty,Onsite,Software & Hardware Only,Physical Damage,4.4 GHz Max Turbo Frequency
Acer,"Acer Swift Go 14 Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) SFG14-01 Thin and Light Laptop  (14.5 Inch, Steel Gray, 1.32 Kg, With MS Office)",82990,108799,4.4,10,2,"Laptop, Power Adaptor, User Guide, Warranty Documents",SFG14-01,NX.KYXSI.001,SFG14-01,Swift Go 14,Steel Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Qualcomm,Snapdragon X Plus,Yes,16 GB,LPDDR5X,,Qualcomm Adreno,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 3.2 port, 1 x USB Type-C port with DC-in",,,1920 x 1200 pixel,WUXGA,Yes,Yes,,Yes,322.6 x 225.95 x 17.95 mm,1.32 Kg,Not Available,"Video conferencing: UFC with Double T-Type MIPI QHD camera, Compatible with Windows only, 1920 x 1200 resolution, 1440p QHD video at 30 fps with Temporal Noise Reduction.",80-/81-/84-key Acer backlight keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute. Control Keys: Acer Sense Key and Copilot Key,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,4.4 GHz Max Turbo Frequency
Acer,"Acer Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",31990,47999,4.2,3002,240,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-51,UN.343SI.00D,A324-51,Swift Go 14,Steel Gray,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i3,Yes,16 GB,DDR4,,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",,,1920 x 1080 Pixel,Full HD,Yes,Yes,,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,Video conferencing: 2M With Privacy Camera Shutter,84-key Acer keyboard layout with US language,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,Upto 4.4 GHz
Acer,"Acer Aspire 5 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) A515-58M-56E0 Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.75 Kg, With MS Office)",51500,77990,4.3,38,3,"Laptop, Power Adaptor, User Guide, Warranty Documents",A515-58M-56E0,NX.KHGSI.002,A515-58M,Aspire 5 15,Steel Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,16 GB,LPDDR5,,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB Type-C / Thunderbolt 4 port, 1 x USB port with power-off charging, 1 x USB 3.2 port",,,1920 x 1080 Pixel,Full HD,Yes,Yes,,v5.1,321.7 x 206.6 x 19.4 mm,1.75 Kg,Not Available,T-Type USB FHD camera with 1920 x 1080 resolution and 1080p HD video at 60 fps with Temporal Noise Reduction,"99-/100-/103-key Acer backlit keyboard with international language support, with indicators of CapsLock and F4/Microphone mute",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,Max Turbo Frequency up to 4.6 GHz
Acer,"Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A715-79G Gaming Laptop  (15.6 Inch, Black, 1.99 Kg)",61990,84999,4.3,1562,119,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,16 GB,DDR4,,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,"1 x USB 3.2 Type-A port, 2 x USB 3.2 Type-C ports, 1 x USB 2.0 Type-A port",,,1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,,v5.2,359.5 x 238 x 22.7 mm,1.99 Kg,Not Available,1.0 M HD Video camera,Multi languages Multi-Color illuminated full size keyboard with numeric pad,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1.5 GHz upto Max Turbo Frequency 4.6 GHz
MSI,"MSI Sword 16 HX Intel Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060/144 Hz) Sword 16 HX B13VFKG-652IN Gaming Laptop  (16 Inch, Cosmos Gray, 2.3 Kg, With MS Office)",132990,151990,4,52,2,"Laptop,Power Adapter, User Guide",Sword 16 HX B13VFKG-652IN,9S7-15P214-652,Sword 16 HX B13VFKG-652IN,Sword 16 HX,Cosmos Gray,Gaming Laptop,Gaming,Yes,Intel,Core i9,Yes,32 GB,DDR5,,NVIDIA GeForce RTX 4060,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 3 x Type-A USB3.2 Gen1",,,1920 x 1200 Pixel,"FHD+(1920x1200), 144Hz Refresh Rate, IPS-Level",2x 2W Audio Speaker,Yes,,v5.3,359 x 266.4 x 27.7 mm,2.3 Kg,Not Available,HD type (30fps@720p)3D Noise Reduction (3DNR),24-Zone RGB Gaming Keyboard,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",1.6 GHz upto Max turbo frequency at 5.6 Ghz
MSI,"MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Business Laptop  (15.6 inch, Classic Black, 1.7 Kg, With MS Office)",31990,48990,4.1,78,9,"Laptop,Battery,Power Adapter, User Guide",Modern 15 B12MO,9S7-15H112-1008,Modern 15 B12MO,Modern 15,Classic Black,Business Laptop,Travel & Business,Yes,Intel,Core i3,Yes,8 GB,DDR4,,Intel Integrated UHD,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 3 x Type-A USB3.2 Gen2",,,1920 x 1080 Pixel,"Full HD , 60Hz 45%NTSC IPS-Level",2x 2W Speaker,Yes,,v5.2,361 x 241 x 19.9 mm,1.7 Kg,Not Available,HD type (30fps@720p),Single backlight Keyboard(White),1 Year Warranty Term,Carry-in,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",0.9 GHz upto Max Turbo Frequency 4.4 GHz
DELL,"DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (14.96 inch, Carbon Black, 1.65 Kg, With MS Office)",45990,62626,4,637,43,"Laptop, battery, adapter, cables and user manuals",New Inspiron 15 Laptop,IN3520CM22P001ORB1 / IN3520N843W001ORB1,Inspiron 3520,Modern 15,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,8 GB,DDR4,,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",,,1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,Yes,,v5.2,358 X 235 x 21.0 mm,1.65 Kg,Not Available,HD Camera,Standard Keyboard,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz"
